datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),mean_sea_level_pressure (Pa),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
1992-08-07,"(34.0544, -118.2439)",era5,229.44,-8.00,23.32,16.23,0.67,1.64,101393.17,0.00,0.00
1992-08-08,"(34.0544, -118.2439)",era5,229.44,-8.00,23.83,16.55,0.66,1.63,101451.73,0.00,0.00
1992-08-09,"(34.0544, -118.2439)",era5,229.44,-8.00,24.97,16.50,0.63,1.61,101409.64,0.00,0.00
1992-08-10,"(34.0544, -118.2439)",era5,229.44,-8.00,25.92,16.32,0.58,1.77,101333.80,0.00,0.00
1992-08-11,"(34.0544, -118.2439)",era5,229.44,-8.00,26.16,17.27,0.60,1.89,101201.63,0.00,0.00
1992-08-12,"(34.0544, -118.2439)",era5,229.44,-8.00,26.50,17.74,0.61,1.51,101097.82,0.00,0.00
1992-08-13,"(34.0544, -118.2439)",era5,229.44,-8.00,27.82,17.91,0.57,1.35,101172.00,0.01,0.00
1992-08-14,"(34.0544, -118.2439)",era5,229.44,-8.00,28.28,17.58,0.54,1.61,101476.09,0.00,0.00
1992-08-15,"(34.0544, -118.2439)",era5,229.44,-8.00,28.32,17.08,0.53,1.70,101412.28,0.00,0.00
1992-08-16,"(34.0544, -118.2439)",era5,229.44,-8.00,29.07,17.34,0.52,1.59,101092.88,0.00,0.00
1992-08-17,"(34.0544, -118.2439)",era5,229.44,-8.00,29.31,17.02,0.50,1.62,100974.30,0.00,0.00
1992-08-18,"(34.0544, -118.2439)",era5,229.44,-8.00,28.57,16.69,0.51,1.60,101168.02,0.00,0.00
1992-08-19,"(34.0544, -118.2439)",era5,229.44,-8.00,28.60,15.42,0.48,1.61,101219.40,0.00,0.00
1992-08-20,"(34.0544, -118.2439)",era5,229.44,-8.00,27.62,13.56,0.44,1.62,101074.95,0.00,0.00
1992-08-21,"(34.0544, -118.2439)",era5,229.44,-8.00,25.63,14.92,0.54,1.80,101030.84,0.00,0.00
1992-08-22,"(34.0544, -118.2439)",era5,229.44,-8.00,23.38,15.52,0.63,1.82,101055.08,0.00,0.00
1992-08-23,"(34.0544, -118.2439)",era5,229.44,-8.00,23.29,12.14,0.54,1.60,100699.20,0.00,0.00
1992-08-24,"(34.0544, -118.2439)",era5,229.44,-8.00,23.25,12.33,0.53,2.44,100898.22,0.00,0.00
1992-08-25,"(34.0544, -118.2439)",era5,229.44,-8.00,22.05,15.17,0.68,1.56,101484.53,0.00,0.00
1992-08-26,"(34.0544, -118.2439)",era5,229.44,-8.00,22.91,15.04,0.65,1.64,101601.72,0.00,0.00
1992-08-27,"(34.0544, -118.2439)",era5,229.44,-8.00,24.60,12.79,0.50,1.61,101674.52,0.00,0.00
1992-08-28,"(34.0544, -118.2439)",era5,229.44,-8.00,25.12,12.95,0.49,1.68,101552.63,0.00,0.00
1992-08-29,"(34.0544, -118.2439)",era5,229.44,-8.00,23.54,14.25,0.59,1.76,101500.36,0.00,0.00
1992-08-30,"(34.0544, -118.2439)",era5,229.44,-8.00,20.97,13.20,0.64,2.02,101650.23,0.00,0.00
1992-08-31,"(34.0544, -118.2439)",era5,229.44,-8.00,19.71,11.83,0.62,1.96,101455.89,0.00,0.00
1992-09-01,"(34.0544, -118.2439)",era5,229.44,-8.00,20.24,14.47,0.71,1.63,101340.06,0.00,0.00
1992-09-02,"(34.0544, -118.2439)",era5,229.44,-8.00,21.30,15.38,0.71,1.68,101429.65,0.00,0.00
1992-09-03,"(34.0544, -118.2439)",era5,229.44,-8.00,21.64,15.40,0.70,1.75,101477.80,0.00,0.00
1992-09-04,"(34.0544, -118.2439)",era5,229.44,-8.00,21.56,13.92,0.65,1.64,101328.51,0.00,0.00
1992-09-05,"(34.0544, -118.2439)",era5,229.44,-8.00,22.61,12.13,0.54,1.51,101201.50,0.00,0.00
1992-09-06,"(34.0544, -118.2439)",era5,229.44,-8.00,22.72,14.21,0.61,1.85,101284.46,0.00,0.00
1992-09-07,"(34.0544, -118.2439)",era5,229.44,-8.00,22.19,14.18,0.63,1.42,101350.40,0.00,0.00
1992-09-08,"(34.0544, -118.2439)",era5,229.44,-8.00,21.83,13.66,0.62,1.45,101341.06,0.00,0.00
1992-09-09,"(34.0544, -118.2439)",era5,229.44,-8.00,20.87,14.16,0.67,1.45,101256.65,0.00,0.00
1992-09-10,"(34.0544, -118.2439)",era5,229.44,-8.00,20.74,14.33,0.69,1.48,101189.99,0.00,0.00
1992-09-11,"(34.0544, -118.2439)",era5,229.44,-8.00,21.21,14.57,0.68,1.57,101185.48,0.00,0.00
1992-09-12,"(34.0544, -118.2439)",era5,229.44,-8.00,21.96,14.79,0.66,1.47,101195.48,0.00,0.00
1992-09-13,"(34.0544, -118.2439)",era5,229.44,-8.00,21.68,13.72,0.63,1.51,101069.77,0.00,0.00
1992-09-14,"(34.0544, -118.2439)",era5,229.44,-8.00,20.82,13.38,0.65,1.37,100950.22,0.00,0.00
1992-09-15,"(34.0544, -118.2439)",era5,229.44,-8.00,21.51,13.32,0.62,1.46,100879.07,0.00,0.00
1992-09-16,"(34.0544, -118.2439)",era5,229.44,-8.00,22.33,14.74,0.66,1.30,101149.10,0.00,0.00
1992-09-17,"(34.0544, -118.2439)",era5,229.44,-8.00,24.74,13.88,0.53,1.28,101133.25,0.00,0.00
1992-09-18,"(34.0544, -118.2439)",era5,229.44,-8.00,25.20,13.16,0.50,1.44,100980.81,0.00,0.00
1992-09-19,"(34.0544, -118.2439)",era5,229.44,-8.00,23.30,10.53,0.48,1.38,100863.45,0.00,0.00
1992-09-20,"(34.0544, -118.2439)",era5,229.44,-8.00,23.52,12.44,0.53,1.67,100795.77,0.00,0.00
1992-09-21,"(34.0544, -118.2439)",era5,229.44,-8.00,24.12,13.37,0.54,1.24,100878.84,0.00,0.00
1992-09-22,"(34.0544, -118.2439)",era5,229.44,-8.00,26.27,15.29,0.54,1.14,101063.99,0.00,0.00
1992-09-23,"(34.0544, -118.2439)",era5,229.44,-8.00,27.86,12.49,0.42,1.61,101026.75,0.00,0.00
1992-09-24,"(34.0544, -118.2439)",era5,229.44,-8.00,27.03,10.15,0.37,1.70,100804.28,0.00,0.00
1992-09-25,"(34.0544, -118.2439)",era5,229.44,-8.00,24.16,13.79,0.54,1.87,100667.13,0.00,0.00
1992-09-26,"(34.0544, -118.2439)",era5,229.44,-8.00,22.89,13.30,0.58,1.40,101056.24,0.00,0.00
1992-09-27,"(34.0544, -118.2439)",era5,229.44,-8.00,24.23,11.04,0.47,1.40,101267.63,0.00,0.00
1992-09-28,"(34.0544, -118.2439)",era5,229.44,-8.00,25.61,10.92,0.43,1.51,101110.48,0.00,0.00
1992-09-29,"(34.0544, -118.2439)",era5,229.44,-8.00,25.17,10.78,0.42,1.27,101156.15,0.00,0.00
1992-09-30,"(34.0544, -118.2439)",era5,229.44,-8.00,26.17,12.03,0.45,1.38,101297.52,0.00,0.00
1992-10-01,"(34.0544, -118.2439)",era5,229.44,-8.00,26.53,10.13,0.38,1.62,101078.40,0.00,0.00
1992-10-02,"(34.0544, -118.2439)",era5,229.44,-8.00,22.55,11.43,0.52,2.14,100995.05,0.00,0.00
1992-10-03,"(34.0544, -118.2439)",era5,229.44,-8.00,19.37,10.56,0.60,1.76,101063.03,0.00,0.00
1992-10-04,"(34.0544, -118.2439)",era5,229.44,-8.00,20.02,10.58,0.57,1.46,101004.19,0.00,0.00
1992-10-05,"(34.0544, -118.2439)",era5,229.44,-8.00,21.14,11.18,0.56,1.38,101166.91,0.00,0.00
1992-10-06,"(34.0544, -118.2439)",era5,229.44,-8.00,21.59,12.68,0.60,1.23,101305.45,0.00,0.00
1992-10-07,"(34.0544, -118.2439)",era5,229.44,-8.00,22.34,11.36,0.54,1.30,101380.97,0.00,0.00
1992-10-08,"(34.0544, -118.2439)",era5,229.44,-8.00,22.21,8.02,0.42,1.64,101269.18,0.00,0.00
1992-10-09,"(34.0544, -118.2439)",era5,229.44,-8.00,20.91,10.04,0.52,1.47,101099.19,0.00,0.00
1992-10-10,"(34.0544, -118.2439)",era5,229.44,-8.00,21.32,12.72,0.60,1.06,101300.57,0.00,0.00
1992-10-11,"(34.0544, -118.2439)",era5,229.44,-8.00,21.16,12.17,0.59,1.17,101558.57,0.00,0.00
1992-10-12,"(34.0544, -118.2439)",era5,229.44,-8.00,20.34,12.02,0.61,1.17,101445.97,0.00,0.00
1992-10-13,"(34.0544, -118.2439)",era5,229.44,-8.00,18.94,14.07,0.74,1.58,101240.95,0.00,0.00
1992-10-14,"(34.0544, -118.2439)",era5,229.44,-8.00,18.58,13.28,0.72,1.71,101274.44,0.01,0.00
1992-10-15,"(34.0544, -118.2439)",era5,229.44,-8.00,18.53,13.12,0.72,1.44,101606.00,0.00,0.00
1992-10-16,"(34.0544, -118.2439)",era5,229.44,-8.00,17.23,12.61,0.76,1.40,101697.20,0.00,0.00
1992-10-17,"(34.0544, -118.2439)",era5,229.44,-8.00,17.80,12.32,0.73,1.17,101568.51,0.00,0.00
1992-10-18,"(34.0544, -118.2439)",era5,229.44,-8.00,18.50,13.75,0.76,1.28,101478.52,0.00,0.00
1992-10-19,"(34.0544, -118.2439)",era5,229.44,-8.00,18.72,13.28,0.73,1.34,101348.42,0.00,0.00
1992-10-20,"(34.0544, -118.2439)",era5,229.44,-8.00,18.25,12.24,0.70,1.27,101146.86,0.00,0.00
1992-10-21,"(34.0544, -118.2439)",era5,229.44,-8.00,18.57,15.25,0.82,1.52,101217.26,0.22,0.00
1992-10-22,"(34.0544, -118.2439)",era5,229.44,-8.00,18.37,14.39,0.80,1.01,101495.03,0.01,0.00
1992-10-23,"(34.0544, -118.2439)",era5,229.44,-8.00,20.62,14.14,0.68,1.78,101613.09,0.02,0.00
1992-10-24,"(34.0544, -118.2439)",era5,229.44,-8.00,19.42,15.87,0.81,1.29,101473.45,0.11,0.00
1992-10-25,"(34.0544, -118.2439)",era5,229.44,-8.00,19.04,15.10,0.80,1.13,101558.98,0.01,0.00
1992-10-26,"(34.0544, -118.2439)",era5,229.44,-8.00,18.64,13.96,0.77,1.24,101527.11,0.00,0.00
1992-10-27,"(34.0544, -118.2439)",era5,229.44,-8.00,18.96,15.12,0.80,1.46,101317.73,0.02,0.00
1992-10-28,"(34.0544, -118.2439)",era5,229.44,-8.00,18.35,14.32,0.78,1.44,101140.29,0.06,0.00
1992-10-29,"(34.0544, -118.2439)",era5,229.44,-8.00,17.76,12.95,0.74,2.07,101092.95,0.06,0.00
1992-10-30,"(34.0544, -118.2439)",era5,229.44,-8.00,17.51,14.53,0.83,2.57,101174.29,0.54,0.00
1992-10-31,"(34.0544, -118.2439)",era5,229.44,-8.00,16.76,12.30,0.78,1.66,101383.43,0.00,0.00
1992-11-01,"(34.0544, -118.2439)",era5,229.44,-8.00,17.18,9.43,0.64,2.06,101756.73,0.00,0.00
1992-11-02,"(34.0544, -118.2439)",era5,229.44,-8.00,18.69,10.59,0.63,1.87,101513.54,0.00,0.00
1992-11-03,"(34.0544, -118.2439)",era5,229.44,-8.00,19.61,9.86,0.61,2.76,101138.52,0.00,0.00
1992-11-04,"(34.0544, -118.2439)",era5,229.44,-8.00,17.45,-0.64,0.33,1.99,101755.99,0.00,0.00
1992-11-05,"(34.0544, -118.2439)",era5,229.44,-8.00,16.50,3.36,0.45,1.59,101498.57,0.00,0.00
1992-11-06,"(34.0544, -118.2439)",era5,229.44,-8.00,16.86,6.95,0.57,1.37,101561.07,0.00,0.00
1992-11-07,"(34.0544, -118.2439)",era5,229.44,-8.00,16.81,7.60,0.58,1.73,101540.98,0.00,0.00
1992-11-08,"(34.0544, -118.2439)",era5,229.44,-8.00,16.30,11.10,0.73,1.63,101166.84,0.00,0.00
1992-11-09,"(34.0544, -118.2439)",era5,229.44,-8.00,16.45,11.85,0.75,1.29,101156.48,0.02,0.00
1992-11-10,"(34.0544, -118.2439)",era5,229.44,-8.00,15.65,8.60,0.69,1.53,101503.82,0.02,0.00
1992-11-11,"(34.0544, -118.2439)",era5,229.44,-8.00,13.69,-6.55,0.26,1.91,102033.80,0.00,0.00
1992-11-12,"(34.0544, -118.2439)",era5,229.44,-8.00,14.19,-5.63,0.28,1.97,101993.96,0.00,0.00
1992-11-13,"(34.0544, -118.2439)",era5,229.44,-8.00,16.01,-2.96,0.31,1.84,101712.81,0.00,0.00
1992-11-14,"(34.0544, -118.2439)",era5,229.44,-8.00,17.56,0.98,0.36,1.75,101643.04,0.00,0.00
1992-11-15,"(34.0544, -118.2439)",era5,229.44,-8.00,16.48,4.81,0.50,1.31,101641.80,0.00,0.00
1992-11-16,"(34.0544, -118.2439)",era5,229.44,-8.00,16.43,8.83,0.62,1.30,101513.61,0.00,0.00
1992-11-17,"(34.0544, -118.2439)",era5,229.44,-8.00,15.62,9.66,0.69,1.48,101426.13,0.00,0.00
1992-11-18,"(34.0544, -118.2439)",era5,229.44,-8.00,14.89,8.99,0.70,1.35,101268.15,0.00,0.00
1992-11-19,"(34.0544, -118.2439)",era5,229.44,-8.00,14.16,7.08,0.65,1.92,101488.22,0.00,0.00
1992-11-20,"(34.0544, -118.2439)",era5,229.44,-8.00,15.74,3.65,0.47,3.08,101320.60,0.00,0.00
1992-11-21,"(34.0544, -118.2439)",era5,229.44,-8.00,12.96,-3.36,0.35,2.13,101684.95,0.00,0.00
1992-11-22,"(34.0544, -118.2439)",era5,229.44,-8.00,12.18,-1.72,0.40,1.57,101387.69,0.00,0.00
1992-11-23,"(34.0544, -118.2439)",era5,229.44,-8.00,13.75,6.24,0.64,1.48,100979.19,0.00,0.00
1992-11-24,"(34.0544, -118.2439)",era5,229.44,-8.00,12.28,0.71,0.49,1.47,101381.64,0.00,0.00
1992-11-25,"(34.0544, -118.2439)",era5,229.44,-8.00,13.28,-3.31,0.34,1.41,101849.68,0.00,0.00
1992-11-26,"(34.0544, -118.2439)",era5,229.44,-8.00,13.26,-9.33,0.22,2.08,102519.32,0.00,0.00
1992-11-27,"(34.0544, -118.2439)",era5,229.44,-8.00,14.25,-10.97,0.18,1.84,102445.64,0.00,0.00
1992-11-28,"(34.0544, -118.2439)",era5,229.44,-8.00,13.81,1.10,0.45,1.73,101546.09,0.00,0.00
1992-11-29,"(34.0544, -118.2439)",era5,229.44,-8.00,15.31,-4.64,0.26,2.36,101509.34,0.00,0.00
1992-11-30,"(34.0544, -118.2439)",era5,229.44,-8.00,13.45,-7.30,0.25,2.64,102247.31,0.00,0.00
1992-12-01,"(34.0544, -118.2439)",era5,229.44,-8.00,12.51,-9.03,0.23,1.97,102086.83,0.00,0.00
1992-12-02,"(34.0544, -118.2439)",era5,229.44,-8.00,11.89,-1.98,0.39,1.94,101471.73,0.00,0.00
1992-12-03,"(34.0544, -118.2439)",era5,229.44,-8.00,12.56,7.49,0.72,1.93,101217.86,0.04,0.00
1992-12-04,"(34.0544, -118.2439)",era5,229.44,-8.00,12.01,6.49,0.70,1.94,100963.24,0.07,0.00
1992-12-05,"(34.0544, -118.2439)",era5,229.44,-8.00,9.85,3.57,0.66,1.80,101373.91,0.01,0.00
1992-12-06,"(34.0544, -118.2439)",era5,229.44,-8.00,11.93,6.82,0.72,2.05,101748.06,0.02,0.00
1992-12-07,"(34.0544, -118.2439)",era5,229.44,-8.00,12.45,10.55,0.88,3.80,101172.58,3.45,0.00
1992-12-08,"(34.0544, -118.2439)",era5,229.44,-8.00,9.91,6.53,0.81,1.58,101491.98,0.03,0.00
1992-12-09,"(34.0544, -118.2439)",era5,229.44,-8.00,10.77,6.68,0.77,1.48,102293.34,0.00,0.00
1992-12-10,"(34.0544, -118.2439)",era5,229.44,-8.00,12.03,8.43,0.80,1.26,101989.04,0.00,0.00
1992-12-11,"(34.0544, -118.2439)",era5,229.44,-8.00,12.44,10.03,0.86,1.51,101580.95,0.15,0.00
1992-12-12,"(34.0544, -118.2439)",era5,229.44,-8.00,10.90,4.73,0.68,3.01,101393.45,0.01,0.00
1992-12-13,"(34.0544, -118.2439)",era5,229.44,-8.00,9.65,0.27,0.55,2.77,101624.16,0.00,0.00
1992-12-14,"(34.0544, -118.2439)",era5,229.44,-8.00,9.64,-1.04,0.50,1.95,101817.57,0.00,0.00
1992-12-15,"(34.0544, -118.2439)",era5,229.44,-8.00,9.17,2.94,0.66,1.47,101428.74,0.00,0.00
1992-12-16,"(34.0544, -118.2439)",era5,229.44,-8.00,9.28,2.94,0.68,1.60,101667.15,0.00,0.00
1992-12-17,"(34.0544, -118.2439)",era5,229.44,-8.00,8.84,3.33,0.69,1.50,101840.54,0.02,0.00
1992-12-18,"(34.0544, -118.2439)",era5,229.44,-8.00,10.36,5.39,0.74,2.52,101217.92,0.21,0.00
1992-12-19,"(34.0544, -118.2439)",era5,229.44,-8.00,7.51,-0.61,0.60,1.96,101837.48,0.00,0.00
1992-12-20,"(34.0544, -118.2439)",era5,229.44,-8.00,6.37,-1.46,0.61,1.50,102152.96,0.00,0.00
1992-12-21,"(34.0544, -118.2439)",era5,229.44,-8.00,7.36,0.30,0.64,1.84,101991.92,0.00,0.00
1992-12-22,"(34.0544, -118.2439)",era5,229.44,-8.00,8.34,1.02,0.63,2.00,101968.16,0.00,0.00
1992-12-23,"(34.0544, -118.2439)",era5,229.44,-8.00,10.24,1.78,0.59,2.66,102166.29,0.00,0.00
1992-12-24,"(34.0544, -118.2439)",era5,229.44,-8.00,11.42,1.89,0.54,2.44,102019.07,0.00,0.00
1992-12-25,"(34.0544, -118.2439)",era5,229.44,-8.00,11.30,2.82,0.59,2.31,101797.99,0.00,0.00
1992-12-26,"(34.0544, -118.2439)",era5,229.44,-8.00,10.66,1.70,0.57,1.84,101789.62,0.00,0.00
1992-12-27,"(34.0544, -118.2439)",era5,229.44,-8.00,10.02,2.92,0.63,1.30,101488.45,0.00,0.00
1992-12-28,"(34.0544, -118.2439)",era5,229.44,-8.00,10.78,8.36,0.86,1.55,101123.09,0.39,0.00
1992-12-29,"(34.0544, -118.2439)",era5,229.44,-8.00,12.48,10.86,0.90,3.25,101387.62,0.95,0.00
1992-12-30,"(34.0544, -118.2439)",era5,229.44,-8.00,11.36,8.30,0.82,1.50,101940.28,0.20,0.00
1992-12-31,"(34.0544, -118.2439)",era5,229.44,-8.00,9.67,4.51,0.72,1.30,102052.69,0.00,0.00
1993-01-01,"(34.0544, -118.2439)",era5,229.44,-8.00,9.84,6.11,0.78,1.20,101580.64,0.00,0.00
1993-01-02,"(34.0544, -118.2439)",era5,229.44,-8.00,10.85,8.11,0.84,1.55,101440.08,0.55,0.00
1993-01-03,"(34.0544, -118.2439)",era5,229.44,-8.00,7.03,0.85,0.67,1.62,101729.71,0.00,0.00
1993-01-04,"(34.0544, -118.2439)",era5,229.44,-8.00,6.16,-0.98,0.63,1.65,101914.52,0.00,0.00
1993-01-05,"(34.0544, -118.2439)",era5,229.44,-8.00,7.56,0.70,0.63,1.43,101529.17,0.00,0.00
1993-01-06,"(34.0544, -118.2439)",era5,229.44,-8.00,9.59,5.01,0.75,2.97,100992.96,0.79,0.00
1993-01-07,"(34.0544, -118.2439)",era5,229.44,-8.00,13.57,12.95,0.96,2.09,100919.72,2.22,0.00
1993-01-08,"(34.0544, -118.2439)",era5,229.44,-8.00,12.63,9.75,0.83,3.73,100582.83,0.56,0.00
1993-01-09,"(34.0544, -118.2439)",era5,229.44,-8.00,11.76,8.57,0.82,1.84,101028.92,0.04,0.00
1993-01-10,"(34.0544, -118.2439)",era5,229.44,-8.00,11.26,7.97,0.80,1.72,100673.57,0.21,0.00
1993-01-11,"(34.0544, -118.2439)",era5,229.44,-8.00,9.61,6.24,0.81,1.47,101215.94,0.03,0.00
1993-01-12,"(34.0544, -118.2439)",era5,229.44,-8.00,7.63,3.49,0.76,2.16,101724.65,0.47,0.00
1993-01-13,"(34.0544, -118.2439)",era5,229.44,-8.00,11.46,10.45,0.94,2.95,101305.86,1.86,0.00
1993-01-14,"(34.0544, -118.2439)",era5,229.44,-8.00,13.74,11.49,0.87,3.07,101426.61,1.09,0.00
1993-01-15,"(34.0544, -118.2439)",era5,229.44,-8.00,11.94,10.09,0.89,2.58,101760.31,1.33,0.00
1993-01-16,"(34.0544, -118.2439)",era5,229.44,-8.00,13.61,13.20,0.97,1.95,101543.47,2.62,0.00
1993-01-17,"(34.0544, -118.2439)",era5,229.44,-8.00,13.20,12.29,0.94,2.67,101013.03,2.00,0.00
1993-01-18,"(34.0544, -118.2439)",era5,229.44,-8.00,11.76,9.83,0.88,3.05,100747.07,1.37,0.00
1993-01-19,"(34.0544, -118.2439)",era5,229.44,-8.00,9.19,6.68,0.85,1.44,101577.45,0.03,0.00
1993-01-20,"(34.0544, -118.2439)",era5,229.44,-8.00,11.24,8.58,0.84,1.22,102455.32,0.00,0.00
1993-01-21,"(34.0544, -118.2439)",era5,229.44,-8.00,12.25,9.55,0.84,1.10,102315.86,0.00,0.00
1993-01-22,"(34.0544, -118.2439)",era5,229.44,-8.00,13.28,10.24,0.83,1.00,101983.68,0.01,0.00
1993-01-23,"(34.0544, -118.2439)",era5,229.44,-8.00,12.87,6.50,0.70,2.39,101796.31,0.00,0.00
1993-01-24,"(34.0544, -118.2439)",era5,229.44,-8.00,11.84,1.73,0.53,3.02,101892.90,0.00,0.00
1993-01-25,"(34.0544, -118.2439)",era5,229.44,-8.00,13.15,3.74,0.55,3.07,101855.56,0.00,0.00
1993-01-26,"(34.0544, -118.2439)",era5,229.44,-8.00,14.18,5.08,0.56,2.83,101565.65,0.00,0.00
1993-01-27,"(34.0544, -118.2439)",era5,229.44,-8.00,13.20,5.33,0.61,1.91,101436.50,0.00,0.00
1993-01-28,"(34.0544, -118.2439)",era5,229.44,-8.00,11.90,6.44,0.71,1.15,101571.89,0.00,0.00
1993-01-29,"(34.0544, -118.2439)",era5,229.44,-8.00,12.12,7.21,0.73,1.31,101727.98,0.00,0.00
1993-01-30,"(34.0544, -118.2439)",era5,229.44,-8.00,12.56,5.87,0.65,2.54,101534.32,0.09,0.00
1993-01-31,"(34.0544, -118.2439)",era5,229.44,-8.00,11.48,5.15,0.66,1.83,101772.73,0.03,0.00
1993-02-01,"(34.0544, -118.2439)",era5,229.44,-8.00,11.20,4.97,0.68,1.23,102314.14,0.00,0.00
1993-02-02,"(34.0544, -118.2439)",era5,229.44,-8.00,12.07,4.74,0.64,1.68,102011.36,0.00,0.00
1993-02-03,"(34.0544, -118.2439)",era5,229.44,-8.00,13.19,6.18,0.64,1.71,101749.13,0.00,0.00
1993-02-04,"(34.0544, -118.2439)",era5,229.44,-8.00,14.55,6.72,0.63,1.98,101665.83,0.00,0.00
1993-02-05,"(34.0544, -118.2439)",era5,229.44,-8.00,16.10,8.00,0.61,1.35,101751.81,0.02,0.00
1993-02-06,"(34.0544, -118.2439)",era5,229.44,-8.00,13.73,6.69,0.65,1.07,101671.33,0.00,0.00
1993-02-07,"(34.0544, -118.2439)",era5,229.44,-8.00,15.52,11.04,0.76,1.81,101193.12,0.08,0.00
1993-02-08,"(34.0544, -118.2439)",era5,229.44,-8.00,14.48,12.77,0.90,4.59,100240.01,2.49,0.00
1993-02-09,"(34.0544, -118.2439)",era5,229.44,-8.00,13.15,10.41,0.84,1.80,100923.15,0.29,0.00
1993-02-10,"(34.0544, -118.2439)",era5,229.44,-8.00,12.15,7.53,0.74,1.44,101895.11,0.01,0.00
1993-02-11,"(34.0544, -118.2439)",era5,229.44,-8.00,11.83,7.89,0.77,1.53,102123.70,0.00,0.00
1993-02-12,"(34.0544, -118.2439)",era5,229.44,-8.00,12.95,9.42,0.80,1.11,101930.18,0.02,0.00
1993-02-13,"(34.0544, -118.2439)",era5,229.44,-8.00,12.33,7.28,0.74,1.73,101666.63,0.00,0.00
1993-02-14,"(34.0544, -118.2439)",era5,229.44,-8.00,12.76,7.47,0.72,1.68,101116.97,0.04,0.00
1993-02-15,"(34.0544, -118.2439)",era5,229.44,-8.00,11.50,7.60,0.78,1.89,101221.14,0.05,0.00
1993-02-16,"(34.0544, -118.2439)",era5,229.44,-8.00,11.63,7.06,0.74,1.67,101586.90,0.04,0.00
1993-02-17,"(34.0544, -118.2439)",era5,229.44,-8.00,12.33,5.98,0.66,2.07,101881.74,0.00,0.00
1993-02-18,"(34.0544, -118.2439)",era5,229.44,-8.00,14.59,9.29,0.71,3.51,101296.63,0.67,0.00
1993-02-19,"(34.0544, -118.2439)",era5,229.44,-8.00,14.78,13.16,0.90,3.97,100849.71,2.45,0.00
1993-02-20,"(34.0544, -118.2439)",era5,229.44,-8.00,12.12,9.33,0.84,3.05,100931.92,0.81,0.00
1993-02-21,"(34.0544, -118.2439)",era5,229.44,-8.00,10.63,5.51,0.72,2.13,101831.31,0.02,0.00
1993-02-22,"(34.0544, -118.2439)",era5,229.44,-8.00,10.98,7.19,0.78,1.47,102110.44,0.01,0.00
1993-02-23,"(34.0544, -118.2439)",era5,229.44,-8.00,12.53,10.04,0.85,2.05,101666.01,1.22,0.00
1993-02-24,"(34.0544, -118.2439)",era5,229.44,-8.00,11.14,6.99,0.77,2.21,101217.30,0.03,0.00
1993-02-25,"(34.0544, -118.2439)",era5,229.44,-8.00,10.37,5.46,0.72,1.72,101624.33,0.02,0.00
1993-02-26,"(34.0544, -118.2439)",era5,229.44,-8.00,10.07,6.53,0.79,2.73,101664.14,0.52,0.00
1993-02-27,"(34.0544, -118.2439)",era5,229.44,-8.00,9.58,6.94,0.85,1.42,101490.36,0.14,0.00
1993-02-28,"(34.0544, -118.2439)",era5,229.44,-8.00,9.19,5.15,0.77,1.33,101749.28,0.19,0.00
1993-03-01,"(34.0544, -118.2439)",era5,229.44,-8.00,11.05,6.13,0.73,1.51,102182.96,0.01,0.00
1993-03-02,"(34.0544, -118.2439)",era5,229.44,-8.00,11.51,7.33,0.77,1.42,102227.49,0.00,0.00
1993-03-03,"(34.0544, -118.2439)",era5,229.44,-8.00,12.76,9.55,0.82,1.19,102052.68,0.01,0.00
1993-03-04,"(34.0544, -118.2439)",era5,229.44,-8.00,13.77,8.52,0.74,1.64,102136.33,0.00,0.00
1993-03-05,"(34.0544, -118.2439)",era5,229.44,-8.00,15.92,7.43,0.60,1.92,102248.69,0.00,0.00
1993-03-06,"(34.0544, -118.2439)",era5,229.44,-8.00,17.59,8.30,0.58,2.21,102015.14,0.00,0.00
1993-03-07,"(34.0544, -118.2439)",era5,229.44,-8.00,18.09,8.80,0.58,1.78,101834.96,0.00,0.00
1993-03-08,"(34.0544, -118.2439)",era5,229.44,-8.00,16.66,10.83,0.71,1.38,101757.11,0.00,0.00
1993-03-09,"(34.0544, -118.2439)",era5,229.44,-8.00,15.67,9.39,0.69,1.32,101834.67,0.00,0.00
1993-03-10,"(34.0544, -118.2439)",era5,229.44,-8.00,14.71,9.37,0.72,1.28,101832.05,0.00,0.00
1993-03-11,"(34.0544, -118.2439)",era5,229.44,-8.00,15.50,10.60,0.75,1.23,101627.50,0.00,0.00
1993-03-12,"(34.0544, -118.2439)",era5,229.44,-8.00,16.51,9.10,0.66,1.65,101741.53,0.00,0.00
1993-03-13,"(34.0544, -118.2439)",era5,229.44,-8.00,17.03,8.36,0.60,1.70,101557.31,0.00,0.00
1993-03-14,"(34.0544, -118.2439)",era5,229.44,-8.00,17.53,12.50,0.73,1.21,101306.84,0.06,0.00
1993-03-15,"(34.0544, -118.2439)",era5,229.44,-8.00,16.97,12.72,0.77,1.56,101738.47,0.00,0.00
1993-03-16,"(34.0544, -118.2439)",era5,229.44,-8.00,16.16,11.77,0.77,1.31,101971.31,0.00,0.00
1993-03-17,"(34.0544, -118.2439)",era5,229.44,-8.00,17.86,13.86,0.78,1.74,101886.08,0.00,0.00
